asset,year,dst_region,region,technology,installed,capacity
0,2035,BajaCalif,BajaCalif,CC_GAS,2020,51.55570000000
0,2040,BajaCalif,BajaCalif,CC_GAS,2020,47.28570000000
0,2044,BajaCalif,BajaCalif,CC_GAS,2020,43.24910000000
0,2045,BajaCalif,BajaCalif,CC_GAS,2020,42.23990000000
0,2049,BajaCalif,BajaCalif,CC_GAS,2020,8.44800000000
2,2035,BajaCalif,BajaCalif,OC_GAS,2020,16.81310000000
2,2040,BajaCalif,BajaCalif,OC_GAS,2020,16.81310000000
2,2044,BajaCalif,BajaCalif,OC_GAS,2020,6.93500000000
2,2045,BajaCalif,BajaCalif,OC_GAS,2020,4.46550000000
2,2049,BajaCalif,BajaCalif,OC_GAS,2020,0.89310000000
4,2035,BajaCalif,BajaCalif,OC_OIL,2020,0.21000000000
6,2035,BajaCalif,BajaCalif,ON_WIND,2020,11.73140000000
6,2040,BajaCalif,BajaCalif,ON_WIND,2020,11.73140000000
6,2044,BajaCalif,BajaCalif,ON_WIND,2020,2.34630000000
8,2035,BajaCalif,BajaCalif,PV_GND,2020,0.06560000000
9,2035,BajaCalif,BajaCalif,PV_SSG,2020,4.22580000000
9,2040,BajaCalif,BajaCalif,PV_SSG,2020,4.22580000000
9,2044,BajaCalif,BajaCalif,PV_SSG,2020,2.16650000000
9,2045,BajaCalif,BajaCalif,PV_SSG,2020,1.65170000000
9,2049,BajaCalif,BajaCalif,PV_SSG,2020,0.33030000000
10,2035,BajaCalifSouth,BajaCalifSouth,OC_GAS,2020,2.90130000000
10,2040,BajaCalifSouth,BajaCalifSouth,OC_GAS,2020,2.90130000000
10,2044,BajaCalifSouth,BajaCalifSouth,OC_GAS,2020,0.58030000000
12,2035,BajaCalifSouth,BajaCalifSouth,OC_OIL,2020,9.92440000000
12,2040,BajaCalifSouth,BajaCalifSouth,OC_OIL,2020,1.26140000000
12,2044,BajaCalifSouth,BajaCalifSouth,OC_OIL,2020,0.25230000000
15,2035,BajaCalifSouth,BajaCalifSouth,PV_GND,2020,3.53010000000
15,2040,BajaCalifSouth,BajaCalifSouth,PV_GND,2020,1.57680000000
15,2044,BajaCalifSouth,BajaCalifSouth,PV_GND,2020,0.31540000000
16,2035,BajaCalifSouth,BajaCalifSouth,PV_SSG,2020,1.07200000000
16,2040,BajaCalifSouth,BajaCalifSouth,PV_SSG,2020,1.07200000000
16,2044,BajaCalifSouth,BajaCalifSouth,PV_SSG,2020,0.21470000000
16,2045,BajaCalifSouth,BajaCalifSouth,PV_SSG,2020,0.00030000000
16,2049,BajaCalifSouth,BajaCalifSouth,PV_SSG,2020,0.00010000000
17,2035,Central,Central,BIO,2020,2.29140000000
17,2040,Central,Central,BIO,2020,2.12300000000
17,2044,Central,Central,BIO,2020,0.42460000000
19,2035,Central,Central,CC_GAS,2020,77.11810000000
19,2040,Central,Central,CC_GAS,2020,77.11810000000
19,2044,Central,Central,CC_GAS,2020,77.11810000000
19,2045,Central,Central,CC_GAS,2020,77.11810000000
19,2049,Central,Central,CC_GAS,2020,44.01740000000
19,2050,Central,Central,CC_GAS,2020,35.74230000000
19,2054,Central,Central,CC_GAS,2020,19.85680000000
19,2055,Central,Central,CC_GAS,2020,15.88550000000
22,2035,Central,Central,HYD_LS,2020,18.85220000000
22,2040,Central,Central,HYD_LS,2020,18.85220000000
22,2044,Central,Central,HYD_LS,2020,18.85220000000
22,2045,Central,Central,HYD_LS,2020,18.85220000000
22,2049,Central,Central,HYD_LS,2020,4.11860000000
22,2050,Central,Central,HYD_LS,2020,0.43520000000
22,2054,Central,Central,HYD_LS,2020,0.24180000000
22,2055,Central,Central,HYD_LS,2020,0.19340000000
23,2035,Central,Central,OC_GAS,2020,23.39400000000
23,2040,Central,Central,OC_GAS,2020,17.68980000000
23,2044,Central,Central,OC_GAS,2020,3.59350000000
23,2045,Central,Central,OC_GAS,2020,0.06940000000
23,2049,Central,Central,OC_GAS,2020,0.01390000000
24,2035,Central,Central,OC_OIL,2020,0.54180000000
24,2040,Central,Central,OC_OIL,2020,0.37840000000
24,2044,Central,Central,OC_OIL,2020,0.07570000000
25,2035,Central,Central,ON_WIND,2020,0.41690000000
26,2035,Central,Central,PV_GND,2020,1.34600000000
26,2040,Central,Central,PV_GND,2020,1.34600000000
26,2044,Central,Central,PV_GND,2020,0.26920000000
27,2035,Central,Central,PV_SSG,2020,15.16090000000
27,2040,Central,Central,PV_SSG,2020,15.16090000000
27,2044,Central,Central,PV_SSG,2020,6.15400000000
27,2045,Central,Central,PV_SSG,2020,3.90230000000
27,2049,Central,Central,PV_SSG,2020,0.78050000000
28,2035,Eastern,Eastern,BIO,2020,15.18460000000
28,2040,Eastern,Eastern,BIO,2020,11.33910000000
28,2044,Eastern,Eastern,BIO,2020,2.26780000000
30,2035,Eastern,Eastern,CC_GAS,2020,97.26770000000
30,2040,Eastern,Eastern,CC_GAS,2020,57.91080000000
30,2044,Eastern,Eastern,CC_GAS,2020,51.95680000000
30,2045,Eastern,Eastern,CC_GAS,2020,50.46830000000
30,2049,Eastern,Eastern,CC_GAS,2020,10.09370000000
34,2035,Eastern,Eastern,HYD_LS,2020,82.48560000000
34,2040,Eastern,Eastern,HYD_LS,2020,18.15210000000
