asset,dst_region,year,region,technology,installed,capacity
0,BajaCalif,2045,BajaCalif,CC_GAS,2020,42.23990000000
0,BajaCalif,2049,BajaCalif,CC_GAS,2020,8.44800000000
2,BajaCalif,2045,BajaCalif,OC_GAS,2020,4.46550000000
2,BajaCalif,2049,BajaCalif,OC_GAS,2020,0.89310000000
7,BajaCalif,2045,BajaCalif,PV_SSG,2020,1.65170000000
7,BajaCalif,2049,BajaCalif,PV_SSG,2020,0.33030000000
13,BajaCalifSouth,2045,BajaCalifSouth,PV_SSG,2020,0.00030000000
13,BajaCalifSouth,2049,BajaCalifSouth,PV_SSG,2020,0.00010000000
15,Central,2045,Central,CC_GAS,2020,77.11810000000
15,Central,2049,Central,CC_GAS,2020,44.01740000000
15,Central,2050,Central,CC_GAS,2020,35.74230000000
15,Central,2054,Central,CC_GAS,2020,27.79950000000
15,Central,2055,Central,CC_GAS,2020,25.81390000000
15,Central,2059,Central,CC_GAS,2020,17.87110000000
15,Central,2060,Central,CC_GAS,2020,17.87110000000
15,Central,2064,Central,CC_GAS,2020,17.87110000000
15,Central,2065,Central,CC_GAS,2020,17.87110000000
15,Central,2069,Central,CC_GAS,2020,17.87110000000
15,Central,2070,Central,CC_GAS,2020,17.87110000000
15,Central,2074,Central,CC_GAS,2020,17.87110000000
15,Central,2075,Central,CC_GAS,2020,17.87110000000
15,Central,2079,Central,CC_GAS,2020,17.87110000000
15,Central,2080,Central,CC_GAS,2020,17.87110000000
15,Central,2084,Central,CC_GAS,2020,17.87110000000
15,Central,2085,Central,CC_GAS,2020,17.87110000000
15,Central,2089,Central,CC_GAS,2020,17.87110000000
15,Central,2090,Central,CC_GAS,2020,17.87110000000
15,Central,2094,Central,CC_GAS,2020,17.87110000000
15,Central,2095,Central,CC_GAS,2020,17.87110000000
15,Central,2099,Central,CC_GAS,2020,17.87110000000
15,Central,2100,Central,CC_GAS,2020,17.87110000000
15,Central,2104,Central,CC_GAS,2020,17.87110000000
15,Central,2105,Central,CC_GAS,2020,17.87110000000
15,Central,2109,Central,CC_GAS,2020,17.87110000000
15,Central,2110,Central,CC_GAS,2020,17.87110000000
17,Central,2045,Central,HYD_LS,2020,18.85220000000
17,Central,2049,Central,HYD_LS,2020,4.11860000000
17,Central,2050,Central,HYD_LS,2020,0.43520000000
17,Central,2054,Central,HYD_LS,2020,0.33850000000
17,Central,2055,Central,HYD_LS,2020,0.31430000000
17,Central,2059,Central,HYD_LS,2020,0.21760000000
17,Central,2060,Central,HYD_LS,2020,0.21760000000
17,Central,2064,Central,HYD_LS,2020,0.21760000000
17,Central,2065,Central,HYD_LS,2020,0.21760000000
17,Central,2069,Central,HYD_LS,2020,0.21760000000
17,Central,2070,Central,HYD_LS,2020,0.21760000000
17,Central,2074,Central,HYD_LS,2020,0.21760000000
17,Central,2075,Central,HYD_LS,2020,0.21760000000
17,Central,2079,Central,HYD_LS,2020,0.21760000000
17,Central,2080,Central,HYD_LS,2020,0.21760000000
17,Central,2084,Central,HYD_LS,2020,0.21760000000
17,Central,2085,Central,HYD_LS,2020,0.21760000000
17,Central,2089,Central,HYD_LS,2020,0.21760000000
17,Central,2090,Central,HYD_LS,2020,0.21760000000
17,Central,2094,Central,HYD_LS,2020,0.21760000000
17,Central,2095,Central,HYD_LS,2020,0.21760000000
17,Central,2099,Central,HYD_LS,2020,0.21760000000
17,Central,2100,Central,HYD_LS,2020,0.21760000000
17,Central,2104,Central,HYD_LS,2020,0.21760000000
17,Central,2105,Central,HYD_LS,2020,0.21760000000
17,Central,2109,Central,HYD_LS,2020,0.21760000000
17,Central,2110,Central,HYD_LS,2020,0.21760000000
18,Central,2045,Central,OC_GAS,2020,0.06940000000
18,Central,2049,Central,OC_GAS,2020,0.01390000000
19,Central,2045,Central,PV_SSG,2020,3.90230000000
19,Central,2049,Central,PV_SSG,2020,0.78050000000
22,Eastern,2045,Eastern,CC_GAS,2020,50.46830000000
22,Eastern,2049,Eastern,CC_GAS,2020,10.09370000000
24,Eastern,2045,Eastern,HYD_LS,2020,17.45640000000
24,Eastern,2049,Eastern,HYD_LS,2020,17.39290000000
24,Eastern,2050,Eastern,HYD_LS,2020,17.37700000000
24,Eastern,2054,Eastern,HYD_LS,2020,13.51540000000
24,Eastern,2055,Eastern,HYD_LS,2020,12.55000000000
24,Eastern,2059,Eastern,HYD_LS,2020,8.68850000000
24,Eastern,2060,Eastern,HYD_LS,2020,8.68850000000
24,Eastern,2064,Eastern,HYD_LS,2020,8.68850000000
24,Eastern,2065,Eastern,HYD_LS,2020,8.68850000000
24,Eastern,2069,Eastern,HYD_LS,2020,8.68850000000
24,Eastern,2070,Eastern,HYD_LS,2020,8.68850000000
24,Eastern,2074,Eastern,HYD_LS,2020,8.68850000000
24,Eastern,2075,Eastern,HYD_LS,2020,8.68850000000
24,Eastern,2079,Eastern,HYD_LS,2020,8.68850000000
24,Eastern,2080,Eastern,HYD_LS,2020,8.68850000000
24,Eastern,2084,Eastern,HYD_LS,2020,8.68850000000
24,Eastern,2085,Eastern,HYD_LS,2020,8.68850000000
24,Eastern,2089,Eastern,HYD_LS,2020,8.68850000000
24,Eastern,2090,Eastern,HYD_LS,2020,8.68850000000
24,Eastern,2094,Eastern,HYD_LS,2020,8.68850000000
24,Eastern,2095,Eastern,HYD_LS,2020,8.68850000000
24,Eastern,2099,Eastern,HYD_LS,2020,8.68850000000
24,Eastern,2100,Eastern,HYD_LS,2020,8.68850000000
24,Eastern,2104,Eastern,HYD_LS,2020,8.68850000000
24,Eastern,2105,Eastern,HYD_LS,2020,8.68850000000
24,Eastern,2109,Eastern,HYD_LS,2020,8.68850000000
24,Eastern,2110,Eastern,HYD_LS,2020,8.68850000000
26,Eastern,2045,Eastern,NUCL,2020,103.05960000000
26,Eastern,2049,Eastern,NUCL,2020,103.05960000000
26,Eastern,2050,Eastern,NUCL,2020,103.05960000000
26,Eastern,2054,Eastern,NUCL,2020,80.15750000000
26,Eastern,2055,Eastern,NUCL,2020,74.43200000000
26,Eastern,2059,Eastern,NUCL,2020,51.52980000000
26,Eastern,2060,Eastern,NUCL,2020,51.52980000000
26,Eastern,2064,Eastern,NUCL,2020,51.52980000000
26,Eastern,2065,Eastern,NUCL,2020,51.52980000000
26,Eastern,2069,Eastern,NUCL,2020,51.52980000000
26,Eastern,2070,Eastern,NUCL,2020,51.52980000000
26,Eastern,2074,Eastern,NUCL,2020,51.52980000000
26,Eastern,2075,Eastern,NUCL,2020,51.52980000000
26,Eastern,2079,Eastern,NUCL,2020,51.52980000000
26,Eastern,2080,Eastern,NUCL,2020,51.52980000000
26,Eastern,2084,Eastern,NUCL,2020,51.52980000000
26,Eastern,2085,Eastern,NUCL,2020,51.52980000000
26,Eastern,2089,Eastern,NUCL,2020,51.52980000000
26,Eastern,2090,Eastern,NUCL,2020,51.52980000000
26,Eastern,2094,Eastern,NUCL,2020,51.52980000000
26,Eastern,2095,Eastern,NUCL,2020,51.52980000000
26,Eastern,2099,Eastern,NUCL,2020,51.52980000000
26,Eastern,2100,Eastern,NUCL,2020,51.52980000000
26,Eastern,2104,Eastern,NUCL,2020,51.52980000000
26,Eastern,2105,Eastern,NUCL,2020,51.52980000000
26,Eastern,2109,Eastern,NUCL,2020,51.52980000000
26,Eastern,2110,Eastern,NUCL,2020,51.52980000000
28,Eastern,2045,Eastern,ON_WIND,2020,14.23850000000
28,Eastern,2049,Eastern,ON_WIND,2020,2.84770000000
30,Eastern,2045,Eastern,PV_GND,2020,27.80210000000
30,Eastern,2049,Eastern,PV_GND,2020,5.56040000000
32,Eastern,2045,Eastern,PV_SSG,2020,3.50840000000
32,Eastern,2049,Eastern,PV_SSG,2020,0.70170000000
34,North,2045,North,CC_GAS,2020,61.17290000000
34,North,2049,North,CC_GAS,2020,61.17290000000
34,North,2050,North,CC_GAS,2020,61.17290000000
34,North,2054,North,CC_GAS,2020,47.57890000000
34,North,2055,North,CC_GAS,2020,44.18040000000
34,North,2059,North,CC_GAS,2020,30.58650000000
34,North,2060,North,CC_GAS,2020,30.58650000000
34,North,2064,North,CC_GAS,2020,30.58650000000
34,North,2065,North,CC_GAS,2020,30.58650000000
34,North,2069,North,CC_GAS,2020,30.58650000000
34,North,2070,North,CC_GAS,2020,30.58650000000
34,North,2074,North,CC_GAS,2020,30.58650000000
34,North,2075,North,CC_GAS,2020,30.58650000000
34,North,2079,North,CC_GAS,2020,30.58650000000
34,North,2080,North,CC_GAS,2020,30.58650000000
34,North,2084,North,CC_GAS,2020,30.58650000000
34,North,2085,North,CC_GAS,2020,30.58650000000
34,North,2089,North,CC_GAS,2020,30.58650000000
34,North,2090,North,CC_GAS,2020,30.58650000000
34,North,2094,North,CC_GAS,2020,30.58650000000
34,North,2095,North,CC_GAS,2020,30.58650000000
34,North,2099,North,CC_GAS,2020,30.58650000000
34,North,2100,North,CC_GAS,2020,30.58650000000
34,North,2104,North,CC_GAS,2020,30.58650000000
34,North,2105,North,CC_GAS,2020,30.58650000000
34,North,2109,North,CC_GAS,2020,30.58650000000
34,North,2110,North,CC_GAS,2020,30.58650000000
35,North,2045,North,COAL,2020,4.09970000000
35,North,2049,North,COAL,2020,0.81990000000
40,North,2045,North,HYD_LS,2020,1.24440000000
40,North,2049,North,HYD_LS,2020,1.24440000000
40,North,2050,North,HYD_LS,2020,1.24440000000
40,North,2054,North,HYD_LS,2020,0.96790000000
40,North,2055,North,HYD_LS,2020,0.89870000000
40,North,2059,North,HYD_LS,2020,0.62220000000
40,North,2060,North,HYD_LS,2020,0.62220000000
40,North,2064,North,HYD_LS,2020,0.62220000000
40,North,2065,North,HYD_LS,2020,0.62220000000
40,North,2069,North,HYD_LS,2020,0.62220000000
40,North,2070,North,HYD_LS,2020,0.62220000000
40,North,2074,North,HYD_LS,2020,0.62220000000
40,North,2075,North,HYD_LS,2020,0.62220000000
40,North,2079,North,HYD_LS,2020,0.62220000000
40,North,2080,North,HYD_LS,2020,0.62220000000
40,North,2084,North,HYD_LS,2020,0.62220000000
40,North,2085,North,HYD_LS,2020,0.62220000000
40,North,2089,North,HYD_LS,2020,0.62220000000
40,North,2090,North,HYD_LS,2020,0.62220000000
40,North,2094,North,HYD_LS,2020,0.62220000000
40,North,2095,North,HYD_LS,2020,0.62220000000
40,North,2099,North,HYD_LS,2020,0.62220000000
40,North,2100,North,HYD_LS,2020,0.62220000000
40,North,2104,North,HYD_LS,2020,0.62220000000
40,North,2105,North,HYD_LS,2020,0.62220000000
40,North,2109,North,HYD_LS,2020,0.62220000000
40,North,2110,North,HYD_LS,2020,0.62220000000
42,North,2045,North,PV_GND,2020,5.83420000000
42,North,2049,North,PV_GND,2020,1.16680000000
43,North,2045,North,PV_SSG,2020,4.77000000000
43,North,2049,North,PV_SSG,2020,0.95400000000
44,Northeast,2045,Northeast,CC_GAS,2020,275.96210000000
44,Northeast,2049,Northeast,CC_GAS,2020,55.19240000000
51,Northeast,2045,Northeast,OC_GAS,2020,48.43930000000
51,Northeast,2049,Northeast,OC_GAS,2020,9.68790000000
52,Northeast,2045,Northeast,ON_WIND,2020,6.03600000000
52,Northeast,2049,Northeast,ON_WIND,2020,1.20720000000
53,Northeast,2045,Northeast,PV_GND,2020,5.22610000000
53,Northeast,2049,Northeast,PV_GND,2020,1.04520000000
54,Northeast,2045,Northeast,PV_SSG,2020,7.73890000000
54,Northeast,2049,Northeast,PV_SSG,2020,1.54780000000
55,Northwest,2045,Northwest,CC_GAS,2020,204.83890000000
55,Northwest,2049,Northwest,CC_GAS,2020,45.35760000000
55,Northwest,2050,Northwest,CC_GAS,2020,5.48730000000
55,Northwest,2054,Northwest,CC_GAS,2020,4.26790000000
55,Northwest,2055,Northwest,CC_GAS,2020,3.96300000000
55,Northwest,2059,Northwest,CC_GAS,2020,2.74360000000
55,Northwest,2060,Northwest,CC_GAS,2020,2.74360000000
55,Northwest,2064,Northwest,CC_GAS,2020,2.74360000000
55,Northwest,2065,Northwest,CC_GAS,2020,2.74360000000
55,Northwest,2069,Northwest,CC_GAS,2020,2.74360000000
55,Northwest,2070,Northwest,CC_GAS,2020,2.74360000000
55,Northwest,2074,Northwest,CC_GAS,2020,2.74360000000
55,Northwest,2075,Northwest,CC_GAS,2020,2.74360000000
55,Northwest,2079,Northwest,CC_GAS,2020,2.74360000000
55,Northwest,2080,Northwest,CC_GAS,2020,2.74360000000
55,Northwest,2084,Northwest,CC_GAS,2020,2.74360000000
55,Northwest,2085,Northwest,CC_GAS,2020,2.74360000000
55,Northwest,2089,Northwest,CC_GAS,2020,2.74360000000
55,Northwest,2090,Northwest,CC_GAS,2020,2.74360000000
55,Northwest,2094,Northwest,CC_GAS,2020,2.74360000000
55,Northwest,2095,Northwest,CC_GAS,2020,2.74360000000
55,Northwest,2099,Northwest,CC_GAS,2020,2.74360000000
55,Northwest,2100,Northwest,CC_GAS,2020,2.74360000000
55,Northwest,2104,Northwest,CC_GAS,2020,2.74360000000
55,Northwest,2105,Northwest,CC_GAS,2020,2.74360000000
55,Northwest,2109,Northwest,CC_GAS,2020,2.74360000000
55,Northwest,2110,Northwest,CC_GAS,2020,2.74360000000
61,Northwest,2045,Northwest,HYD_LS,2020,26.61640000000
61,Northwest,2049,Northwest,HYD_LS,2020,5.32330000000
64,Northwest,2045,Northwest,PV_GND,2020,22.00710000000
64,Northwest,2049,Northwest,PV_GND,2020,4.40140000000
65,Northwest,2045,Northwest,PV_SSG,2020,4.45040000000
65,Northwest,2049,Northwest,PV_SSG,2020,0.89010000000
66,Peninsular,2045,Peninsular,CC_GAS,2020,1.94890000000
66,Peninsular,2049,Peninsular,CC_GAS,2020,0.38980000000
69,Peninsular,2045,Peninsular,ON_WIND,2020,5.82790000000
69,Peninsular,2049,Peninsular,ON_WIND,2020,1.16560000000
72,Peninsular,2045,Peninsular,PV_SSG,2020,3.20250000000
72,Peninsular,2049,Peninsular,PV_SSG,2020,0.64050000000
76,Western,2045,Western,CC_GAS,2020,76.31780000000
76,Western,2049,Western,CC_GAS,2020,59.38870000000
76,Western,2050,Western,CC_GAS,2020,55.15650000000
76,Western,2054,Western,CC_GAS,2020,42.89950000000
76,Western,2055,Western,CC_GAS,2020,39.83520000000
76,Western,2059,Western,CC_GAS,2020,27.57820000000
76,Western,2060,Western,CC_GAS,2020,27.57820000000
76,Western,2064,Western,CC_GAS,2020,27.57820000000
76,Western,2065,Western,CC_GAS,2020,27.57820000000
76,Western,2069,Western,CC_GAS,2020,27.57820000000
76,Western,2070,Western,CC_GAS,2020,27.57820000000
76,Western,2074,Western,CC_GAS,2020,27.57820000000
76,Western,2075,Western,CC_GAS,2020,27.57820000000
76,Western,2079,Western,CC_GAS,2020,27.57820000000
76,Western,2080,Western,CC_GAS,2020,27.57820000000
76,Western,2084,Western,CC_GAS,2020,27.57820000000
76,Western,2085,Western,CC_GAS,2020,27.57820000000
76,Western,2089,Western,CC_GAS,2020,27.57820000000
76,Western,2090,Western,CC_GAS,2020,27.57820000000
76,Western,2094,Western,CC_GAS,2020,27.57820000000
76,Western,2095,Western,CC_GAS,2020,27.57820000000
76,Western,2099,Western,CC_GAS,2020,27.57820000000
76,Western,2100,Western,CC_GAS,2020,27.57820000000
76,Western,2104,Western,CC_GAS,2020,27.57820000000
76,Western,2105,Western,CC_GAS,2020,27.57820000000
76,Western,2109,Western,CC_GAS,2020,27.57820000000
76,Western,2110,Western,CC_GAS,2020,27.57820000000
82,Western,2045,Western,GEOTH,2020,3.27970000000
82,Western,2049,Western,GEOTH,2020,0.65590000000
83,Western,2045,Western,HYD_LS,2020,101.57300000000
83,Western,2049,Western,HYD_LS,2020,101.57300000000
83,Western,2050,Western,HYD_LS,2020,101.57300000000
83,Western,2054,Western,HYD_LS,2020,79.00130000000
83,Western,2055,Western,HYD_LS,2020,73.35830000000
83,Western,2059,Western,HYD_LS,2020,50.78650000000
83,Western,2060,Western,HYD_LS,2020,50.78650000000
83,Western,2064,Western,HYD_LS,2020,50.78650000000
83,Western,2065,Western,HYD_LS,2020,50.78650000000
83,Western,2069,Western,HYD_LS,2020,50.78650000000
83,Western,2070,Western,HYD_LS,2020,50.78650000000
83,Western,2074,Western,HYD_LS,2020,50.78650000000
83,Western,2075,Western,HYD_LS,2020,50.78650000000
83,Western,2079,Western,HYD_LS,2020,50.78650000000
83,Western,2080,Western,HYD_LS,2020,50.78650000000
83,Western,2084,Western,HYD_LS,2020,50.78650000000
83,Western,2085,Western,HYD_LS,2020,50.78650000000
83,Western,2089,Western,HYD_LS,2020,50.78650000000
83,Western,2090,Western,HYD_LS,2020,50.78650000000
83,Western,2094,Western,HYD_LS,2020,50.78650000000
83,Western,2095,Western,HYD_LS,2020,50.78650000000
83,Western,2099,Western,HYD_LS,2020,50.78650000000
83,Western,2100,Western,HYD_LS,2020,50.78650000000
83,Western,2104,Western,HYD_LS,2020,50.78650000000
83,Western,2105,Western,HYD_LS,2020,50.78650000000
83,Western,2109,Western,HYD_LS,2020,50.78650000000
83,Western,2110,Western,HYD_LS,2020,50.78650000000
85,Western,2045,Western,PV_GND,2020,4.24600000000
85,Western,2049,Western,PV_GND,2020,0.84920000000
86,Western,2045,Western,PV_SSG,2020,19.34100000000
86,Western,2049,Western,PV_SSG,2020,3.86820000000
