asset,dst_region,year,region,technology,installed,capacity
0,BajaCalif,2020,BajaCalif,GAS_GT,2020,141.84890000000
0,BajaCalif,2025,BajaCalif,GAS_GT,2020,106.38670000000
0,BajaCalif,2030,BajaCalif,GAS_GT,2020,79.79000000000
0,BajaCalif,2035,BajaCalif,GAS_GT,2020,59.84250000000
0,BajaCalif,2040,BajaCalif,GAS_GT,2020,44.88190000000
0,BajaCalif,2045,BajaCalif,GAS_GT,2020,33.66140000000
0,BajaCalif,2049,BajaCalif,GAS_GT,2020,26.92910000000
0,BajaCalif,2050,BajaCalif,GAS_GT,2020,25.24610000000
1,BajaCalif,2020,BajaCalif,GEOTH,2020,34.05890000000
1,BajaCalif,2025,BajaCalif,GEOTH,2020,25.54420000000
1,BajaCalif,2030,BajaCalif,GEOTH,2020,19.15810000000
1,BajaCalif,2035,BajaCalif,GEOTH,2020,14.36860000000
1,BajaCalif,2040,BajaCalif,GEOTH,2020,10.77640000000
1,BajaCalif,2045,BajaCalif,GEOTH,2020,8.08230000000
1,BajaCalif,2049,BajaCalif,GEOTH,2020,6.46590000000
1,BajaCalif,2050,BajaCalif,GEOTH,2020,6.06170000000
2,BajaCalif,2020,BajaCalif,OIL,2020,0.12610000000
2,BajaCalif,2025,BajaCalif,OIL,2020,0.09460000000
2,BajaCalif,2030,BajaCalif,OIL,2020,0.07100000000
2,BajaCalif,2035,BajaCalif,OIL,2020,0.05320000000
2,BajaCalif,2040,BajaCalif,OIL,2020,0.03990000000
2,BajaCalif,2045,BajaCalif,OIL,2020,0.02990000000
2,BajaCalif,2049,BajaCalif,OIL,2020,0.02390000000
2,BajaCalif,2050,BajaCalif,OIL,2020,0.02250000000
3,Central,2025,BajaCalif,PV_GND,2020,100000.00000000000
3,Central,2030,BajaCalif,PV_GND,2020,100000.00000000000
3,Central,2035,BajaCalif,PV_GND,2020,100000.00000000000
3,Central,2040,BajaCalif,PV_GND,2020,100000.00000000000
3,Central,2045,BajaCalif,PV_GND,2020,100000.00000000000
3,Central,2049,BajaCalif,PV_GND,2020,100000.00000000000
3,BajaCalif,2020,BajaCalif,PV_GND,2020,0.44150000000
3,BajaCalif,2025,BajaCalif,PV_GND,2020,0.33110000000
3,BajaCalif,2030,BajaCalif,PV_GND,2020,0.24830000000
3,BajaCalif,2035,BajaCalif,PV_GND,2020,0.18630000000
3,BajaCalif,2040,BajaCalif,PV_GND,2020,0.13970000000
3,BajaCalif,2045,BajaCalif,PV_GND,2020,0.10480000000
3,BajaCalif,2049,BajaCalif,PV_GND,2020,0.08380000000
3,BajaCalif,2050,BajaCalif,PV_GND,2020,0.07860000000
5,BajaCalif,2020,BajaCalif,WIND_ON,2020,0.63070000000
5,BajaCalif,2025,BajaCalif,WIND_ON,2020,0.47300000000
5,BajaCalif,2030,BajaCalif,WIND_ON,2020,0.35480000000
5,BajaCalif,2035,BajaCalif,WIND_ON,2020,0.26610000000
5,BajaCalif,2040,BajaCalif,WIND_ON,2020,0.19960000000
5,BajaCalif,2045,BajaCalif,WIND_ON,2020,0.14970000000
5,BajaCalif,2049,BajaCalif,WIND_ON,2020,0.11970000000
5,BajaCalif,2050,BajaCalif,WIND_ON,2020,0.11230000000
6,BajaCalifSouth,2020,BajaCalifSouth,GAS_GT,2020,7.12710000000
6,BajaCalifSouth,2025,BajaCalifSouth,GAS_GT,2020,5.34540000000
6,BajaCalifSouth,2030,BajaCalifSouth,GAS_GT,2020,4.00900000000
6,BajaCalifSouth,2035,BajaCalifSouth,GAS_GT,2020,3.00680000000
6,BajaCalifSouth,2040,BajaCalifSouth,GAS_GT,2020,2.25510000000
6,BajaCalifSouth,2045,BajaCalifSouth,GAS_GT,2020,1.69130000000
6,BajaCalifSouth,2049,BajaCalifSouth,GAS_GT,2020,1.35300000000
6,BajaCalifSouth,2050,BajaCalifSouth,GAS_GT,2020,1.26850000000
7,BajaCalifSouth,2020,BajaCalifSouth,OIL,2020,29.95920000000
7,BajaCalifSouth,2025,BajaCalifSouth,OIL,2020,22.46940000000
7,BajaCalifSouth,2030,BajaCalifSouth,OIL,2020,16.85200000000
7,BajaCalifSouth,2035,BajaCalifSouth,OIL,2020,12.63900000000
7,BajaCalifSouth,2040,BajaCalifSouth,OIL,2020,9.47930000000
7,BajaCalifSouth,2045,BajaCalifSouth,OIL,2020,7.10950000000
7,BajaCalifSouth,2049,BajaCalifSouth,OIL,2020,5.68760000000
7,BajaCalifSouth,2050,BajaCalifSouth,OIL,2020,5.33210000000
8,BajaCalifSouth,2020,BajaCalifSouth,PV_GND,2020,5.23500000000
8,BajaCalifSouth,2025,BajaCalifSouth,PV_GND,2020,100003.92620000000
8,BajaCalifSouth,2030,BajaCalifSouth,PV_GND,2020,100002.94469999999
8,BajaCalifSouth,2035,BajaCalifSouth,PV_GND,2020,100002.20849999999
8,BajaCalifSouth,2040,BajaCalifSouth,PV_GND,2020,100001.65640000001
8,BajaCalifSouth,2045,BajaCalifSouth,PV_GND,2020,100001.24230000000
8,BajaCalifSouth,2049,BajaCalifSouth,PV_GND,2020,100000.99380000000
8,BajaCalifSouth,2050,BajaCalifSouth,PV_GND,2020,0.93170000000
10,BajaCalifSouth,2020,BajaCalifSouth,WIND_ON,2020,3.15360000000
10,BajaCalifSouth,2025,BajaCalifSouth,WIND_ON,2020,2.36520000000
10,BajaCalifSouth,2030,BajaCalifSouth,WIND_ON,2020,1.77390000000
